Hoell, Larsson et al: Supplementary Dataset 2;;;;;;;;;;
;;;;;;;;;;
Transcripts: All transcripts annotated to this gene in RefSeq;;;;;;;;;;
Gene size: Base pairs from 5'-most transcript start to 3'-most transcript end;;;;;;;;;;
CCs: Crosslinked clusters (binding sites) with >= 10 reads and 25% T-to-C changes;;;;;;;;;;
Features: Number of binding sites in introns|5'UTR|CDS|3'UTR|non-coding transcript|ambigous;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Gene;Transcripts;Gene size;FUS CCs;Features;EWSR1 CCs;Features;TAF15 CCs;Features;Mutant FUS CCs;Features
PJA2;NM_014819;75266;11;6|1|1|3|0|0;3;0|1|1|1|0|0;3;0|1|0|2|0|0;9;0|1|2|6|0|0
PKD2;NM_000297;70110;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PKD2L2;NM_014386;51032;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PKIA;NM_006823,NM_181839;87150;2;2|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PKIB;NM_181795,NM_181794,NM_032471;254457;5;4|0|0|1|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PKM2;NM_182470,NM_182471,NM_002654;32315;3;3|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PKMYT1;NM_004203,NM_182687;7749;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PKN1;NM_002741,NM_213560;38514;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PKN2;NM_006256;152017;14;10|0|2|2|0|0;8;4|0|1|3|0|0;0;0|0|0|0|0|0;6;0|0|1|5|0|0
PKNOX1;NM_004571;59046;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
PKP2;NM_004572,NM_001005242;106101;2;1|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PKP4;NM_003628,NM_001005476;224465;21;21|0|0|0|0|0;4;1|0|3|0|0|0;2;2|0|0|0|0|0;2;1|1|0|0|0|0
PL-5283;NM_001130929;13940;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
PLA2G12A;NM_030821;20098;2;0|0|0|2|0|0;5;1|0|0|4|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
PLA2G4A;NM_024420;160082;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLA2R1;NM_001195641,NM_001007267,NM_007366;121867;1;1|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
PLAA;NM_001031689;44101;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
PLAC1;NM_021796;92641;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
PLAC8L1;NM_001029869;20071;2;2|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PLAG1;NM_002655,NM_001114635,NM_001114634;50392;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLAGL2;NM_002657;15240;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PLCB1;NM_182734,NM_015192;752252;18;17|0|0|1|0|0;6;5|0|0|1|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0
PLCB4;NM_001172646,NM_000933,NM_182797;411762;9;9|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLCD4;NM_032726;29273;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLCE1;NM_001165979,NM_016341;334403;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLCG2;NM_002661;178970;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLCH1;NM_014996,NM_001130961,NM_001130960;224327;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
PLCL1;NM_006226;345183;1;1|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLCL2;NM_015184,NM_001144382;205647;10;9|0|1|0|0|0;2;0|0|1|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLD1;NM_002662,NM_001130081;209656;2;1|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLD3;NM_012268,NM_001031696;30059;2;1|0|1|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
PLDN;NM_012388;22493;3;0|0|0|3|0|0;5;0|0|0|5|0|0;3;0|0|0|3|0|0;7;0|0|0|7|0|0
PLEKHA1;NM_001001974,NM_021622,NM_001195608;57778;8;7|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;3;0|0|0|3|0|0
PLEKHA2;NM_021623;72678;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PLEKHA5;NM_019012,NM_001143821,NM_001190860;246708;22;22|0|0|0|0|0;3;3|0|0|0|0|0;4;4|0|0|0|0|0;1;0|0|0|1|0|0
PLEKHA7;NM_175058;226757;3;3|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHA8;NM_001197026,NM_032639,NM_001197027;89985;4;2|0|0|0|0|2;1;1|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|0|0|0|4
PLEKHB2;NM_017958,NM_001100623;45006;2;1|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;4;0|0|0|4|0|0
PLEKHF2;NM_024613;22965;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHG1;NM_001029884;243801;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHG4;NM_001129729,NM_001129727,NM_015432,NM_001129728,NM_001129731;11991;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
PLEKHG4B;NM_052909;49715;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHH2;NM_172069;130688;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHH3;NM_024927;9116;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PLEKHJ1;NM_018049;3174;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
PLEKHM1;NM_014798,NR_027782,NR_027774;54881;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHM1P;NR_024386;52344;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHM2;NM_015164;50438;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLEKHM3;NM_001080475;204273;3;3|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0
PLIN3;NM_005817,NM_001164194,NM_001164189;29435;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PLK1;NM_005030;11488;2;2|0|0|0|0|0;4;1|0|2|1|0|0;0;0|0|0|0|0|0;3;0|0|1|2|0|0
PLK1S1;NM_001163023,NM_018474,NM_001163022;120635;6;6|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLK2;NM_006622;6104;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLK4;NM_001190799,NM_014264,NM_001190801;18362;3;1|0|2|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
PLOD2;NM_000935,NM_182943;92055;4;4|0|0|0|0|0;2;1|0|1|0|0|0;0;0|0|0|0|0|0;5;0|0|3|2|0|0
PLP2;NM_002668;3285;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
PLRG1;NM_002669;13862;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PLS1;NM_002670,NM_001145319,NM_001172312;117277;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0
PLS3;NM_005032,NM_001172335,NM_001136025;90003;5;3|0|0|2|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;8;0|0|2|6|0|0
PLSCR1;NM_021105;29662;2;1|0|0|1|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
PLSCR2;NM_020359;62641;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLSCR4;NM_020353,NR_033439,NM_001128306,NR_033438,NM_001177304;58843;2;1|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLXDC1;NM_020405;88347;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PLXNA2;NM_025179;222078;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PLXNB2;NM_012401;19802;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PM20D2;NM_001010853;19516;5;1|0|0|4|0|0;6;0|0|0|6|0|0;3;0|0|0|3|0|0;11;0|0|1|10|0|0
PMAIP1;NM_021127;4347;4;1|0|0|3|0|0;4;1|0|0|3|0|0;10;5|0|0|5|0|0;7;3|0|0|4|0|0
PMF1;NM_007221;27050;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PMP22;NM_153322,NM_153321,NM_000304;35549;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PMPCB;NM_004279;17261;2;1|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
PMS1;NM_001128144,NM_001128143,NM_000534;93545;4;4|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
PMVK;NM_006556;12277;1;0|1|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PNKD;NM_015488,NM_001077399,NM_022572;76402;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PNLIPRP3;NM_001011709;50045;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PNMA1;NM_006029;2643;2;0|0|0|2|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0;2;0|0|0|2|0|0
PNMA2;NM_007257;9288;2;0|0|0|2|0|0;1;0|0|0|1|0|0;5;1|0|0|4|0|0;6;0|0|0|6|0|0
PNN;NM_002687;8036;2;0|0|0|2|0|0;4;0|0|1|3|0|0;2;0|0|0|2|0|0;5;0|0|1|4|0|0
PNO1;NM_020143;18087;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PNP;NM_000270;8628;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
PNPLA2;NM_020376;6671;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
PNPLA7;NM_001098537,NM_152286;90582;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PNPLA8;NM_015723;54568;4;3|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
PNPO;NM_018129;7786;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
PNPT1;NM_033109;59814;5;4|0|1|0|0|0;0;0|0|0|0|0|0;2;2|0|0|0|0|0;2;0|0|1|1|0|0
PNRC1;NM_006813;4451;2;1|1|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|1|0|1|0|0
POC1B;NM_172240;106275;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POC5;NM_152408,NM_001099271;43290;4;4|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PODXL;NM_005397,NM_001018111;56356;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
POFUT2;NR_004858,NM_133635,NM_015227;23969;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POGK;NM_017542;14986;2;1|0|0|1|0|0;4;1|0|0|3|0|0;2;0|0|0|2|0|0;2;0|0|0|2|0|0
POGLUT1;NR_024265,NM_152305;25770;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POGZ;NM_015100,NM_001194937,NM_001194938,NM_145796,NM_207171;56742;8;6|0|1|1|0|0;9;6|1|1|1|0|0;1;0|0|0|1|0|0;3;1|0|1|1|0|0
POLA1;NM_016937;303039;75;75|0|0|0|0|0;30;30|0|0|0|0|0;14;14|0|0|0|0|0;4;3|0|0|1|0|0
POLA2;NM_002689;35657;2;1|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLB;NM_002690;33284;3;2|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
POLD2;NM_006230,NM_001127218;8862;0;0|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
POLD3;NM_006591;50137;0;0|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLDIP2;NM_015584;10945;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
POLDIP3;NM_178136,NM_032311;31236;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;1|0|0|1|0|0;1;0|0|0|1|0|0
POLE;NM_006231;63598;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
POLE2;NM_001197330,NM_002692,NM_001197331;44829;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLE3;NR_027261,NM_017443;3511;1;0|0|0|0|0|1;1;0|0|0|0|0|1;1;0|0|0|0|0|1;1;0|0|0|0|0|1
POLE4;NM_019896;11085;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLG;NM_001126131,NM_002693;18491;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POLH;NM_006502;44383;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0;3;1|0|1|1|0|0
POLI;NM_007195;28756;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
POLK;NM_016218;87990;2;0|0|1|1|0|0;1;0|0|1|0|0|0;2;0|0|1|1|0|0;6;0|0|2|4|0|0
POLL;NM_001174085,NM_001174084,NM_013274,NR_033406;9389;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLN;NM_181808;157314;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLQ;NM_199420;114581;10;9|0|0|1|0|0;6;4|0|2|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0
POLR1A;NM_015425;79828;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLR1B;NM_019014,NM_001137604;35236;1;1|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
POLR1D;NM_015972,NM_152705;45546;0;0|0|0|0|0|0;1;0|0|0|0|0|1;2;0|0|1|1|0|0;3;0|0|1|2|0|0
POLR1E;NM_022490;17749;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLR2A;NM_000937;30238;1;0|0|1|0|0|0;13;0|0|12|1|0|0;0;0|0|0|0|0|0;3;0|0|3|0|0|0
POLR2B;NM_000938;52226;4;3|0|1|0|0|0;1;0|0|1|0|0|0;1;1|0|0|0|0|0;4;0|0|4|0|0|0
POLR2C;NM_032940;9371;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POLR2D;NM_004805;11890;0;0|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
POLR2E;NM_002695;8814;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POLR2F;NM_021974;15646;2;0|0|0|2|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
POLR2H;NM_006232;5170;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|1|1|0|0
POLR2J4;NR_003655;78255;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
POLR2K;NM_005034;3392;1;0|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
POLR3B;NM_018082,NM_001160708;152541;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POLR3F;NM_006466;17254;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
POLR3G;NM_006467;39689;2;1|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
POLR3K;NM_016310;6654;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POM121;NM_172020;68903;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POM121C;NM_001099415;69504;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POMGNT1;NM_017739,NR_024332;31625;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
POMP;NM_015932;19953;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POMT1;NM_001136114,NM_007171,NM_001077365,NM_001077366,NM_001136113;20905;0;0|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POMT2;NM_013382;45927;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PON2;NM_000305,NM_001018161;30211;2;2|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POP1;NM_001145861,NM_001145860,NM_015029;42549;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
POP4;NM_006627,NR_027368;10993;1;0|0|0|0|0|1;2;1|0|0|0|0|1;2;0|0|0|0|0|2;2;0|0|0|0|0|2
POP7;NM_005837;1448;0;0|0|0|0|0|0;1;0|1|0|0|0|0;2;0|1|0|1|0|0;2;0|1|0|1|0|0
POT1;NM_015450,NM_001042594,NR_003102,NR_003103,NR_003104;107598;8;7|0|0|0|0|1;1;0|0|0|0|0|1;1;0|0|0|0|0|1;5;0|0|0|0|0|5
POU2F1;NM_001198786,NM_002697,NR_037163,NM_001198783;206517;13;5|0|0|0|0|8;21;2|0|0|0|0|19;1;0|0|0|0|0|1;7;0|0|0|0|0|7
POU3F2;NM_005604;4087;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POU4F1;NM_006237;4466;2;0|0|0|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
POU6F2;NM_007252,NM_001166018;486782;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPA1;NM_021129;30605;4;3|0|1|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0;3;0|0|2|1|0|0
PPA2;NM_006903,NM_176867,NM_176866,NM_176869;104994;15;14|0|1|0|0|0;4;4|0|0|0|0|0;1;1|0|0|0|0|0;4;3|0|0|0|0|1
PPAP2A;NM_176895,NM_003711;110191;4;3|1|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPAP2B;NM_003713;84825;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPAPDC1B;NM_001102559,NM_032483,NM_001102560;6089;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPARA;NM_001001928,NM_005036;93155;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPARG;NM_005037,NM_138712,NM_138711,NM_015869;146507;6;4|0|1|0|0|1;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PPARGC1B;NM_133263,NM_001172698,NM_001172699;124771;3;0|0|0|3|0|0;4;1|0|0|3|0|0;0;0|0|0|0|0|0;3;0|0|1|2|0|0
PPAT;NM_002703;42317;3;2|0|0|1|0|0;6;1|0|1|4|0|0;2;0|0|1|1|0|0;6;0|0|1|5|0|0
PPCS;NM_024664,NM_001077447;3914;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPFIA1;NM_003626,NM_177423;113680;3;3|0|0|0|0|0;2;0|0|1|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PPFIBP1;NM_001198915,NM_001198916,NM_003622,NM_177444;171453;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPHLN1;NM_201438,NM_001143789,NM_201515,NM_016488,NM_201440,NM_201439,NM_001143788,NM_001143787;122476;16;13|0|0|3|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|1|0|0|1
PPIA;NM_021130;6476;3;3|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
PPIB;NM_000942;7341;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PPIC;NM_000943;13348;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
PPID;NM_005038;14274;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPIEL;NR_003929;37419;0;0|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPIF;NM_005729;7870;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
PPIG;NM_004792;53405;4;4|0|0|0|0|0;2;2|0|0|0|0|0;5;3|0|1|1|0|0;2;1|0|0|1|0|0
PPIH;NM_006347;18382;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPIL1;NM_016059;20195;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
PPIL3;NM_032472,NM_130906;18171;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
PPIL4;NM_139126;41541;9;7|0|0|2|0|0;3;1|0|1|1|0|0;3;3|0|0|0|0|0;5;2|0|0|3|0|0
PPIL5;NM_152329,NM_203467;15976;1;1|0|0|0|0|0;0;0|0|0|0|0|0;2;2|0|0|0|0|0;2;0|0|0|1|0|1
PPIL6;NM_001111298,NM_173672;50957;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPIP5K2;NM_015216;73653;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
PPM1A;NM_177952,NM_177951,NM_021003;53337;12;6|0|1|4|0|1;12;0|0|1|9|0|2;0;0|0|0|0|0|0;4;0|0|0|3|0|1
PPM1B;NM_177968,NM_177969,NM_002706,NM_001033557,NM_001033556;65743;4;3|1|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1;5;0|0|0|2|0|3
PPM1D;NM_003620;66097;6;3|0|1|2|0|0;3;2|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
PPM1E;NM_014906;229086;18;16|0|0|2|0|0;6;5|0|0|1|0|0;0;0|0|0|0|0|0;3;1|0|0|2|0|0
PPM1G;NM_177983;28436;2;2|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
PPM1H;NM_020700;290902;5;5|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPM1K;NM_152542;24357;0;0|0|0|0|0|0;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
PPM1L;NM_139245;314822;10;10|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PPME1;NM_016147;83381;4;4|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
PPP1CB;NM_002709,NM_206876;51193;11;6|0|0|5|0|0;5;1|0|0|4|0|0;2;0|0|0|2|0|0;11;0|0|0|11|0|0
PPP1CC;NM_002710;23143;4;2|0|0|2|0|0;4;0|0|0|4|0|0;2;0|0|0|2|0|0;3;0|0|1|2|0|0
